datacenter,canceled_job,hours_before_execution,request_month,request_week,request_day,peak_gpu_hours,offpeak_gpu_hours,num_primary_processes,num_auxiliary_processes,num_background_processes,service_tier,client_type,request_channel,returning_client,previous_job_cancellations,successful_previous_jobs,reserved_gpu_type,assigned_gpu_type,resource_modifications,reservation_commitment,queue_wait_time,workload_profile,estimated_cost_per_hour,reserved_storage_units,special_resource_requests,total_gpu_hours,total_processes,high_value_client
GPU_Cluster_AA,0,292,10,43,21,0.0,23663.8,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T3,1,no_commitment,0,multi_run_experiment,70.0,0,0,23663.8,2.0,0
GPU_Cluster_AA,1,259,9,38,17,0.0,52089.3,2,0.0,0,standard,research_consortium,enterprise_portal,0,1,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,40.05,0,0,52089.3,2.0,0
GPU_Cluster_AA,0,0,2,9,25,0.0,22025.6,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T4,0,no_commitment,0,single_experiment,48.0,1,0,22025.6,2.0,0
GPU_Cluster_AA,0,336,9,38,15,16025.1,38897.7,1,0.0,0,standard,research_consortium,api_direct,0,0,0,GPU_T1,GPU_T1,2,no_commitment,0,multi_run_experiment,67.5,0,0,54922.8,1.0,0
GPU_Cluster_BB,1,55,8,33,17,0.0,33759.1,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,210.0,0,0,33759.1,3.0,1
GPU_Cluster_BB,0,2,11,45,4,0.0,41577.5,1,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,63.75,0,0,41577.5,1.0,0
GPU_Cluster_BB,0,185,4,15,13,0.0,12344.5,2,1.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T6,GPU_T6,0,no_commitment,0,single_experiment,189.0,0,2,12344.5,3.0,1
GPU_Cluster_BB,0,197,8,33,11,0.0,15261.1,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,86.9,0,1,15261.1,2.0,0
GPU_Cluster_AA,0,255,7,29,17,25440.8,44313.1,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,long_term_contract,130.05,0,0,69753.9,2.0,0
GPU_Cluster_BB,0,18,4,16,13,0.0,16015.2,2,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T1,1,no_commitment,0,multi_run_experiment,129.0,0,0,16015.2,2.0,1
GPU_Cluster_BB,1,104,12,49,3,0.0,34004.8,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,75.0,0,0,34004.8,2.0,0
GPU_Cluster_BB,0,0,1,2,7,0.0,16005.3,0,2.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T2,GPU_T2,0,no_commitment,0,multi_run_experiment,6.0,0,0,16005.3,2.0,0
GPU_Cluster_BB,0,56,8,36,28,30350.0,24058.6,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,72.42,0,1,54408.6,2.0,0
GPU_Cluster_AA,1,135,8,34,15,20634.3,54932.5,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,246.0,0,0,75566.8,2.0,1
GPU_Cluster_AA,0,161,10,43,18,26141.1,62298.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,0,multi_run_experiment,60.46,0,0,88439.8,2.0,0
GPU_Cluster_AA,0,294,6,26,21,0.0,47890.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,76.8,0,1,47890.7,2.0,0
GPU_Cluster_BB,0,3,8,34,16,28893.5,0.0,0,2.0,0,standard,internal_research,api_direct,0,0,0,GPU_T2,GPU_T2,1,no_commitment,0,multi_run_experiment,6.0,0,1,28893.5,2.0,0
GPU_Cluster_BB,1,9,8,34,26,20029.1,62139.4,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,0,single_experiment,232.57,0,1,82168.5,3.0,1
GPU_Cluster_AA,0,23,3,11,12,0.0,13693.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T4,0,no_commitment,0,single_experiment,48.0,0,3,13693.7,2.0,0
GPU_Cluster_BB,1,126,8,34,16,0.0,44818.4,3,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,195.75,0,0,44818.4,3.0,1
GPU_Cluster_BB,0,265,4,17,20,0.0,69841.2,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,176,multi_run_experiment,99.0,0,0,69841.2,2.0,0
GPU_Cluster_BB,1,23,4,18,30,11675.0,0.0,1,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,115.0,0,1,11675.0,1.0,0
GPU_Cluster_BB,1,32,10,41,6,6651.5,46814.1,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,176.4,0,0,53465.6,3.0,1
GPU_Cluster_AA,0,4,8,31,1,0.0,13292.6,1,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T2,0,no_commitment,0,single_experiment,135.0,0,0,13292.6,1.0,1
GPU_Cluster_BB,0,6,5,22,30,0.0,32365.2,1,0.0,0,standard,high_priority_partner,enterprise_portal,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,110.0,0,0,32365.2,1.0,1
GPU_Cluster_BB,1,277,11,46,7,19715.8,39413.3,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,100.0,0,0,59129.1,2.0,0
GPU_Cluster_BB,0,29,1,2,10,0.0,36062.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,99.1,0,3,36062.0,2.0,0
GPU_Cluster_AA,1,18,7,30,28,0.0,31788.3,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,184.5,0,1,31788.3,2.0,1
GPU_Cluster_AA,1,124,4,15,9,19754.5,51783.5,2,0.0,0,priority,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,80.0,0,0,71538.0,2.0,0
GPU_Cluster_BB,1,120,1,4,26,0.0,32398.9,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,79.2,0,2,32398.9,2.0,0
GPU_Cluster_BB,1,233,9,38,18,0.0,13260.1,2,0.0,0,priority,managed_account,broker_platform,0,1,0,GPU_T1,GPU_T1,0,locked_allocation,0,multi_run_experiment,120.0,0,0,13260.1,2.0,0
GPU_Cluster_BB,0,9,12,50,10,0.0,19524.8,2,1.0,0,standard,sponsored_project,api_direct,1,0,8,GPU_T6,GPU_T6,0,no_commitment,0,multi_run_experiment,0.0,0,1,19524.8,3.0,0
GPU_Cluster_AA,0,48,3,12,23,42453.8,34201.9,2,0.0,0,unknown,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,66.0,0,0,76655.7,2.0,0
GPU_Cluster_BB,1,18,12,53,31,21904.4,14894.5,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,119.1,0,2,36798.9,2.0,0
GPU_Cluster_BB,1,87,9,39,25,27672.0,38104.2,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,170.0,0,0,65776.2,2.0,1
GPU_Cluster_BB,0,123,5,21,27,17866.5,19854.2,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,108.0,0,0,37720.7,2.0,0
GPU_Cluster_AA,0,3,4,16,11,31824.6,9771.7,2,0.0,1,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,1,no_commitment,0,single_experiment,75.0,0,2,41596.3,3.0,0
GPU_Cluster_BB,1,153,5,19,12,11669.6,18765.8,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,187.5,0,0,30435.4,3.0,1
GPU_Cluster_AA,0,223,5,22,24,11411.4,86930.2,2,0.0,0,standard,research_consortium,api_direct,0,0,0,GPU_T1,GPU_T5,1,no_commitment,0,multi_run_experiment,66.0,0,0,98341.6,2.0,0
GPU_Cluster_AA,0,2,10,44,31,0.0,8035.1,2,0.0,0,standard,research_consortium,api_direct,0,0,0,GPU_T1,GPU_T4,0,no_commitment,0,single_experiment,42.0,0,0,8035.1,2.0,0
GPU_Cluster_BB,0,29,4,15,5,0.0,46915.8,1,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,67.0,1,0,46915.8,1.0,1
GPU_Cluster_AA,0,69,2,8,19,22780.9,50687.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T4,0,no_commitment,0,multi_run_experiment,42.0,0,2,73468.4,2.0,0
GPU_Cluster_AA,0,156,5,19,8,29586.7,74304.4,2,0.0,0,priority,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,2,no_commitment,0,multi_run_experiment,82.0,0,1,103891.1,2.0,0
GPU_Cluster_AA,0,276,4,16,22,28494.4,116962.6,2,0.0,0,unknown,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T6,0,no_commitment,0,multi_run_experiment,125.43,0,0,145457.0,2.0,0
GPU_Cluster_BB,1,59,12,51,11,29747.7,29242.9,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,119.0,0,1,58990.6,3.0,0
GPU_Cluster_AA,0,27,5,19,13,32403.9,76677.7,2,0.0,0,priority,internal_research,api_direct,0,0,0,GPU_T6,GPU_T6,1,no_commitment,0,single_experiment,167.0,0,0,109081.6,2.0,1
GPU_Cluster_BB,0,165,7,28,6,31606.4,51713.2,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,2,no_commitment,0,single_experiment,83.58,0,1,83319.6,2.0,0
GPU_Cluster_BB,0,117,8,31,1,25734.9,7065.7,3,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T4,1,no_commitment,0,multi_run_experiment,138.5,0,0,32800.6,3.0,1
GPU_Cluster_AA,0,5,11,48,25,0.0,14224.6,1,0.0,0,standard,enterprise_client,enterprise_portal,0,1,1,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,25.0,0,0,14224.6,1.0,1
GPU_Cluster_AA,0,9,5,21,15,12466.4,0.0,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T9,0,no_commitment,0,multi_run_experiment,70.0,0,0,12466.4,2.0,0
GPU_Cluster_BB,1,127,4,15,15,15426.8,16055.8,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,171.0,0,1,31482.6,3.0,1
GPU_Cluster_BB,0,73,12,49,3,0.0,17317.0,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T4,0,no_commitment,0,single_experiment,60.98,0,1,17317.0,2.0,0
GPU_Cluster_BB,1,42,2,7,13,14879.4,73430.1,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,2,no_commitment,0,single_experiment,74.8,0,1,88309.5,2.0,0
GPU_Cluster_BB,0,66,4,17,19,0.0,71289.2,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,112.2,0,0,71289.2,2.0,0
GPU_Cluster_BB,0,60,11,47,18,0.0,43217.6,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T4,0,no_commitment,0,single_experiment,75.0,0,0,43217.6,2.0,0
GPU_Cluster_BB,0,16,7,30,25,26002.5,11286.6,1,0.0,0,priority,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,2,no_commitment,0,multi_run_experiment,63.0,0,0,37289.1,1.0,0
GPU_Cluster_BB,0,46,1,1,1,0.0,28370.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,71.0,0,0,28370.7,2.0,0
GPU_Cluster_BB,0,1,12,50,5,9633.3,37629.8,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,65.76,0,1,47263.1,2.0,0
GPU_Cluster_AA,0,301,9,37,12,61913.3,116197.0,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,0,long_term_contract,98.6,0,0,178110.3,2.0,0
GPU_Cluster_BB,0,5,5,21,15,26992.9,21237.1,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,115.67,0,1,48230.0,2.0,0
GPU_Cluster_AA,0,73,4,14,2,27946.7,87662.9,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,long_term_contract,82.85,0,0,115609.6,2.0,0
GPU_Cluster_AA,0,40,8,36,31,0.0,0.0,3,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T7,GPU_T7,0,no_commitment,0,single_experiment,0.0,0,1,0.0,3.0,0
GPU_Cluster_BB,0,41,4,17,24,17374.0,30660.7,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,99.0,0,2,48034.7,2.0,0
GPU_Cluster_BB,0,50,8,35,25,0.0,52603.5,1,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,0.0,0,0,52603.5,1.0,0
GPU_Cluster_BB,1,68,2,8,17,0.0,21132.6,2,0.0,0,standard,research_consortium,broker_platform,0,1,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,75.0,0,0,21132.6,2.0,0
GPU_Cluster_BB,0,31,6,27,30,9633.3,26770.3,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,156.15,1,1,36403.6,2.0,1
GPU_Cluster_BB,1,294,8,32,7,0.0,39563.9,2,0.0,0,standard,research_consortium,broker_platform,0,1,0,GPU_T1,GPU_T1,0,locked_allocation,0,multi_run_experiment,62.0,0,0,39563.9,2.0,0
GPU_Cluster_AA,1,211,3,11,15,23241.9,106065.9,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,37.8,0,0,129307.8,2.0,0
GPU_Cluster_AA,0,66,11,47,19,8993.0,75191.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T4,0,no_commitment,0,single_experiment,32.4,0,3,84184.0,2.0,0
GPU_Cluster_BB,0,190,8,32,7,16563.4,72119.6,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,139.5,0,0,88683.0,2.0,1
GPU_Cluster_AA,0,22,8,33,12,0.0,18033.8,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,0,single_experiment,195.58,0,1,18033.8,1.0,1
GPU_Cluster_BB,0,0,4,17,22,0.0,4000.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,109.87,0,0,4000.7,2.0,0
GPU_Cluster_AA,1,42,7,30,29,24534.2,19891.6,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,220.0,0,0,44425.8,2.0,1
GPU_Cluster_AA,1,71,7,29,14,57766.2,101306.3,2,0.0,0,priority,internal_research,api_direct,0,1,1,GPU_T5,GPU_T5,1,no_commitment,0,single_experiment,126.6,0,1,159072.5,2.0,0
GPU_Cluster_BB,0,26,3,9,3,10512.0,27975.1,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,88.0,0,1,38487.1,2.0,0
GPU_Cluster_BB,0,35,6,23,7,0.0,33768.3,3,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,247.0,0,1,33768.3,3.0,1
GPU_Cluster_BB,0,76,9,38,17,17622.4,46470.6,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,80.75,0,0,64093.0,1.0,0
GPU_Cluster_BB,1,67,2,7,12,23706.5,0.0,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,80.0,0,0,23706.5,2.0,0
GPU_Cluster_BB,1,23,8,35,31,0.0,39927.4,2,2.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T6,GPU_T6,0,no_commitment,0,single_experiment,242.67,0,0,39927.4,4.0,1
GPU_Cluster_BB,1,169,4,14,8,22901.9,70814.8,2,2.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T6,GPU_T6,0,no_commitment,0,single_experiment,191.57,0,1,93716.7,4.0,1
GPU_Cluster_BB,1,62,7,28,10,6555.3,12288.7,2,2.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T6,GPU_T6,1,no_commitment,0,single_experiment,230.0,0,0,18844.0,4.0,1
GPU_Cluster_BB,0,142,6,24,16,0.0,13660.6,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,99.0,0,2,13660.6,2.0,0
GPU_Cluster_AA,1,39,3,12,24,0.0,37662.2,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,0,single_experiment,80.0,0,1,37662.2,2.0,0
GPU_Cluster_AA,0,4,9,40,27,0.0,29191.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,115.0,0,1,29191.5,2.0,0
GPU_Cluster_BB,0,5,6,26,22,0.0,13824.4,1,0.0,0,standard,enterprise_client,enterprise_portal,1,0,2,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,89.0,0,0,13824.4,1.0,1
GPU_Cluster_BB,0,42,4,17,23,27325.7,0.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,140.0,0,1,27325.7,2.0,1
GPU_Cluster_BB,1,32,9,38,11,18223.8,14030.8,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,149.4,0,0,32254.6,2.0,1
GPU_Cluster_BB,0,5,5,22,22,46997.2,0.0,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,0,single_experiment,119.0,0,0,46997.2,2.0,0
GPU_Cluster_AA,0,9,5,21,15,9145.8,0.0,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,flexible_commitment,0,multi_run_experiment,70.0,0,0,9145.8,2.0,0
GPU_Cluster_BB,1,122,5,21,22,7271.7,29674.8,3,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,0,single_experiment,198.0,0,1,36946.5,3.0,1
GPU_Cluster_BB,1,329,9,37,11,43479.1,51566.2,1,0.0,0,standard,managed_account,broker_platform,0,1,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,80.0,0,0,95045.3,1.0,0
GPU_Cluster_AA,0,4,2,9,22,9698.7,16403.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T4,0,no_commitment,0,single_experiment,48.0,0,1,26102.4,2.0,0
GPU_Cluster_BB,0,180,8,32,3,0.0,39376.8,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,89.25,0,0,39376.8,2.0,0
GPU_Cluster_BB,0,52,10,45,31,15232.1,60201.5,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,115.09,0,1,75433.6,3.0,0
GPU_Cluster_BB,0,84,11,48,27,23896.9,35359.0,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,64.0,0,0,59255.9,2.0,0
GPU_Cluster_AA,1,393,10,41,8,41075.2,23191.7,2,0.0,0,priority,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,72.0,0,0,64266.9,2.0,0
GPU_Cluster_BB,0,9,1,5,27,0.0,13517.0,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,90.0,1,2,13517.0,2.0,0
GPU_Cluster_AA,1,32,11,46,7,17783.8,65592.9,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,51.84,0,0,83376.7,2.0,0
GPU_Cluster_BB,1,176,4,15,9,9983.1,18776.2,2,0.0,0,priority,managed_account,broker_platform,0,1,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,125.0,0,0,28759.3,2.0,0
GPU_Cluster_BB,0,7,12,52,18,21923.9,25163.6,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,90.1,0,2,47087.5,2.0,0
GPU_Cluster_AA,0,103,5,20,16,34699.2,46077.4,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T5,GPU_T5,3,no_commitment,0,single_experiment,89.1,0,0,80776.6,2.0,0
GPU_Cluster_BB,1,125,3,13,31,30001.8,21265.8,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,91.44,0,1,51267.6,2.0,0
GPU_Cluster_BB,1,44,4,15,15,24320.7,16359.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,146.67,0,0,40680.2,2.0,1
GPU_Cluster_AA,0,177,6,26,30,43067.7,108493.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,79.2,0,0,151561.4,2.0,0
GPU_Cluster_AA,1,145,2,6,5,27776.7,32128.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,42.0,0,0,59905.4,2.0,0
GPU_Cluster_BB,0,141,6,23,3,21311.0,24805.4,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,132.0,0,0,46116.4,2.0,0
GPU_Cluster_BB,1,305,10,40,1,19458.2,12662.8,2,0.0,0,priority,research_consortium,broker_platform,0,1,0,GPU_T1,GPU_T1,0,locked_allocation,17,single_experiment,100.0,0,0,32121.0,2.0,0
GPU_Cluster_BB,0,68,4,18,26,0.0,22294.8,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,multi_run_experiment,118.8,0,1,22294.8,2.0,0
GPU_Cluster_BB,1,95,11,45,5,0.0,7851.5,1,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,75.0,0,0,7851.5,1.0,0
GPU_Cluster_BB,1,203,12,50,8,0.0,41475.8,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,112.5,0,0,41475.8,2.0,0
GPU_Cluster_BB,1,173,6,24,11,22510.0,37438.3,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,140.0,0,0,59948.3,2.0,1
GPU_Cluster_BB,0,160,12,53,30,0.0,32680.4,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,111,multi_run_experiment,130.67,0,0,32680.4,2.0,0
GPU_Cluster_BB,0,79,1,4,26,0.0,10948.4,1,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,1,no_commitment,0,multi_run_experiment,85.0,0,0,10948.4,1.0,0
GPU_Cluster_BB,0,282,10,41,10,37209.2,9931.2,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,76.67,0,0,47140.4,2.0,0
GPU_Cluster_BB,1,186,5,22,30,0.0,27293.3,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,130.0,0,0,27293.3,2.0,0
GPU_Cluster_AA,0,94,8,33,15,36001.1,85909.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T7,GPU_T7,0,no_commitment,0,single_experiment,233.0,0,0,121910.6,2.0,1
GPU_Cluster_BB,0,1,10,41,6,0.0,15068.6,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,108.04,0,0,15068.6,2.0,0
GPU_Cluster_AA,0,14,8,35,25,12442.7,54362.2,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T3,GPU_T3,0,no_commitment,0,single_experiment,170.43,0,1,66804.9,2.0,1
GPU_Cluster_AA,0,12,6,26,26,12354.5,27650.8,1,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,114.75,0,1,40005.3,1.0,0
GPU_Cluster_BB,0,83,4,15,4,16799.9,21869.1,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,1,no_commitment,0,single_experiment,84.9,0,1,38669.0,2.0,0
GPU_Cluster_AA,1,49,2,9,28,0.0,31210.7,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,35.0,0,0,31210.7,2.0,0
GPU_Cluster_BB,0,24,1,3,15,16518.7,0.0,1,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,4,no_commitment,0,single_experiment,88.0,0,0,16518.7,1.0,0
GPU_Cluster_BB,1,245,6,25,17,0.0,28533.8,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,75.0,0,0,28533.8,2.0,0
