datacenter,canceled_job,hours_before_execution,request_month,request_day,peak_gpu_hours,offpeak_gpu_hours,num_primary_processes,num_auxiliary_processes,num_background_processes,service_tier,client_type,request_channel,returning_client,previous_job_cancellations,successful_previous_jobs,reserved_gpu_type,assigned_gpu_type,resource_modifications,reservation_commitment,workload_profile,estimated_cost_per_hour,reserved_storage_units,special_resource_requests,high_value_client,y_true,y_pred,is_error
GPU_Cluster_BB,1,21,3,4,0.0,11854.5,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,129.0,0,0,0,1,0,True
GPU_Cluster_BB,1,75,5,20,29645.3,15235.9,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,112.67,0,1,0,1,0,True
GPU_Cluster_BB,1,0,11,28,10627.0,15628.9,1,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T4,0,no_commitment,single_experiment,79.0,0,0,1,1,0,True
GPU_Cluster_AA,1,28,8,25,13002.6,40986.6,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,single_experiment,226.5,0,2,1,1,0,True
GPU_Cluster_BB,1,80,3,25,24962.0,18274.5,3,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,106.2,0,1,0,1,0,True
GPU_Cluster_BB,1,125,3,31,30001.8,21265.8,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,91.44,0,1,0,1,0,True
GPU_Cluster_BB,1,117,8,1,19578.4,17535.2,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,94.5,0,0,0,1,0,True
GPU_Cluster_BB,1,0,6,29,0.0,16152.1,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T4,1,no_commitment,multi_run_experiment,117.0,0,1,0,1,0,True
GPU_Cluster_BB,1,37,12,27,0.0,48033.8,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,108.8,0,1,0,1,0,True
GPU_Cluster_AA,1,307,6,8,51467.1,136021.4,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,long_term_contract,56.7,0,0,0,1,0,True
GPU_Cluster_BB,1,68,9,29,0.0,22474.4,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,48.0,0,0,0,1,0,True
GPU_Cluster_BB,1,86,9,9,0.0,30452.3,2,0.0,0,standard,research_consortium,enterprise_portal,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,110.0,0,0,0,1,0,True
GPU_Cluster_BB,1,4,11,22,0.0,14113.6,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,111.0,0,1,0,1,0,True
GPU_Cluster_AA,1,70,8,19,19284.5,39817.7,1,3.0,0,standard,internal_research,api_direct,0,0,0,GPU_T3,GPU_T3,0,no_commitment,single_experiment,200.7,0,0,1,1,0,True
GPU_Cluster_AA,1,16,8,5,9950.1,20844.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,214.0,0,1,1,1,0,True
GPU_Cluster_BB,1,134,7,26,17379.9,112061.8,2,1.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,148.5,0,1,1,1,0,True
GPU_Cluster_BB,1,17,2,26,21923.3,16414.0,1,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,multi_run_experiment,75.0,0,0,0,1,0,True
GPU_Cluster_BB,1,62,5,21,26310.6,11392.2,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,95.88,0,0,0,1,0,True
GPU_Cluster_AA,1,338,8,10,47269.2,132888.1,2,2.0,0,priority,internal_research,api_direct,0,0,0,GPU_T3,GPU_T3,0,no_commitment,single_experiment,231.6,0,2,1,1,0,True
GPU_Cluster_BB,1,18,3,15,0.0,71801.5,1,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T5,GPU_T5,0,no_commitment,single_experiment,128.8,0,0,0,1,0,True
GPU_Cluster_AA,1,28,1,9,0.0,13440.2,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,56.0,0,1,0,1,0,True
GPU_Cluster_AA,1,0,3,15,0.0,15413.7,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,45.0,0,0,0,1,0,True
GPU_Cluster_AA,1,0,7,15,18612.3,19874.8,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,168.0,0,1,1,1,0,True
GPU_Cluster_AA,1,205,8,15,11562.9,52187.5,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T6,GPU_T6,0,no_commitment,single_experiment,157.25,0,0,1,1,0,True
GPU_Cluster_BB,1,66,3,10,17748.6,52875.2,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,80.0,0,0,0,1,0,True
GPU_Cluster_BB,1,11,4,8,0.0,29773.3,3,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,173.0,0,2,1,1,0,True
GPU_Cluster_BB,1,423,6,14,0.0,63763.8,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,90.0,0,0,0,1,0,True
GPU_Cluster_BB,1,60,9,21,13776.0,17157.0,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,48.0,0,0,0,1,0,True
GPU_Cluster_AA,1,302,5,9,0.0,42170.0,2,0.0,0,priority,research_consortium,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,81.0,0,0,0,1,0,True
GPU_Cluster_BB,1,67,11,10,0.0,23528.6,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,1,no_commitment,long_term_contract,104.55,0,1,0,1,0,True
GPU_Cluster_BB,1,115,4,29,28901.3,35221.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,1,no_commitment,single_experiment,104.55,0,1,0,1,0,True
GPU_Cluster_AA,1,210,8,20,49979.9,53540.6,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,140.94,0,1,1,1,0,True
GPU_Cluster_BB,1,62,7,10,6555.3,12288.7,2,2.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T6,GPU_T6,1,no_commitment,single_experiment,230.0,0,0,1,1,0,True
GPU_Cluster_BB,1,3,2,26,26125.8,12475.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,86.4,0,0,0,1,0,True
GPU_Cluster_BB,1,0,4,24,20677.6,0.0,1,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,121.0,0,0,0,1,0,True
GPU_Cluster_BB,1,145,8,17,0.0,30825.2,2,1.0,0,standard,internal_research,api_direct,0,0,0,GPU_T4,GPU_T4,1,no_commitment,multi_run_experiment,147.0,0,1,1,1,0,True
GPU_Cluster_BB,1,150,4,9,32250.5,11280.5,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T2,GPU_T2,1,no_commitment,long_term_contract,86.62,0,1,0,1,0,True
GPU_Cluster_BB,1,19,6,21,0.0,11280.8,1,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,120.0,0,0,0,1,0,True
GPU_Cluster_BB,1,56,7,12,0.0,41346.9,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T5,GPU_T5,0,no_commitment,single_experiment,137.7,0,0,1,1,0,True
GPU_Cluster_BB,1,177,6,3,0.0,19328.8,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,100.0,0,0,0,1,0,True
GPU_Cluster_BB,1,70,7,11,16778.6,92430.7,1,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,80.0,0,0,0,1,0,True
GPU_Cluster_BB,1,217,4,17,14557.8,15488.6,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,110.0,0,2,0,1,0,True
GPU_Cluster_BB,1,51,12,4,30366.0,19331.6,2,0.0,1,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,68.0,0,1,0,1,0,True
GPU_Cluster_AA,1,189,4,26,0.0,47735.3,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,46.0,0,0,0,1,0,True
GPU_Cluster_BB,1,169,4,22,40269.6,21471.9,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,106.0,0,0,0,1,0,True
GPU_Cluster_AA,1,45,11,18,0.0,23210.0,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,1,no_commitment,single_experiment,46.96,0,1,0,1,0,True
GPU_Cluster_BB,1,8,6,13,0.0,21014.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,190.0,0,1,1,1,0,True
GPU_Cluster_BB,1,16,8,8,18022.8,33101.1,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,62.0,0,0,0,1,0,True
GPU_Cluster_BB,1,20,12,4,16400.7,0.0,1,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,67.0,0,0,1,1,0,True
GPU_Cluster_BB,1,19,8,1,0.0,8519.4,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,140.8,0,0,1,1,0,True
GPU_Cluster_BB,1,45,7,2,43734.7,0.0,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,98.1,0,1,0,1,0,True
GPU_Cluster_BB,1,31,7,16,34943.1,0.0,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,60.0,0,1,0,1,0,True
GPU_Cluster_BB,1,75,7,2,15573.8,17342.8,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,150.3,0,2,1,1,0,True
GPU_Cluster_BB,1,66,3,10,24670.4,18890.0,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,80.0,0,0,0,1,0,True
GPU_Cluster_BB,1,38,11,2,0.0,27226.5,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,77.23,0,3,0,1,0,True
GPU_Cluster_AA,1,91,12,23,45795.5,54633.7,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,1,no_commitment,multi_run_experiment,75.6,0,1,0,1,0,True
GPU_Cluster_BB,1,30,5,29,25586.4,15123.4,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,1,no_commitment,single_experiment,129.9,0,1,0,1,0,True
GPU_Cluster_BB,1,1,12,24,0.0,13988.5,2,0.0,0,standard,internal_research,api_direct,1,11,0,GPU_T5,GPU_T5,0,no_commitment,single_experiment,55.0,0,0,0,1,0,True
GPU_Cluster_BB,1,93,2,14,20722.2,86081.9,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,74.8,0,2,0,1,0,True
GPU_Cluster_BB,1,66,10,9,10695.7,32011.9,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,75.0,0,0,0,1,0,True
GPU_Cluster_BB,1,64,3,15,0.0,21997.3,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,90.0,0,1,0,1,0,True
GPU_Cluster_BB,1,0,6,12,12862.8,12989.0,1,0.0,0,standard,high_priority_partner,enterprise_portal,1,0,1,GPU_T1,GPU_T1,0,no_commitment,single_experiment,95.0,0,0,1,1,0,True
GPU_Cluster_AA,1,1,1,30,0.0,11098.3,2,0.0,0,standard,internal_research,api_direct,1,0,2,GPU_T4,GPU_T4,0,no_commitment,single_experiment,53.0,0,0,0,1,0,True
GPU_Cluster_BB,1,81,7,3,37246.1,20798.7,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,103.5,0,1,0,1,0,True
GPU_Cluster_BB,1,230,5,25,0.0,47407.2,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,1,no_commitment,single_experiment,125.1,0,1,0,1,0,True
GPU_Cluster_BB,1,230,9,18,16825.3,28370.3,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,3,no_commitment,single_experiment,109.65,0,1,0,1,0,True
GPU_Cluster_AA,1,81,3,11,0.0,12804.8,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T3,1,no_commitment,single_experiment,60.0,0,1,0,1,0,True
GPU_Cluster_AA,1,40,8,17,12932.3,45582.5,1,2.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T6,GPU_T6,0,no_commitment,single_experiment,311.5,0,1,1,1,0,True
GPU_Cluster_BB,1,52,11,9,0.0,33911.4,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,125.99,0,1,0,1,0,True
GPU_Cluster_BB,1,61,9,6,0.0,43841.8,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,120.6,0,1,0,1,0,True
GPU_Cluster_AA,1,208,7,3,52699.0,122366.1,2,0.0,0,priority,internal_research,api_direct,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,119.25,0,0,0,1,0,True
GPU_Cluster_BB,1,110,7,25,24512.2,13008.1,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,94.5,0,0,0,1,0,True
GPU_Cluster_AA,1,176,6,5,35430.3,62158.9,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,85.5,0,2,0,1,0,True
GPU_Cluster_BB,1,60,7,13,8342.2,0.0,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,76.5,0,0,0,1,0,True
GPU_Cluster_BB,1,145,8,29,31017.0,16573.1,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,94.5,0,0,0,1,0,True
GPU_Cluster_BB,1,61,12,22,29816.1,85490.1,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,88.4,0,4,0,1,0,True
GPU_Cluster_BB,1,2,12,17,21591.3,27629.4,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,81.6,0,0,0,1,0,True
GPU_Cluster_BB,1,20,5,29,9025.3,59651.5,2,0.0,0,on_demand,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,112.0,0,0,0,1,0,True
GPU_Cluster_AA,1,153,5,6,0.0,31777.5,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,44.1,0,1,0,1,0,True
GPU_Cluster_BB,1,212,6,2,16195.3,26805.2,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,105.0,0,0,0,1,0,True
GPU_Cluster_AA,1,4,1,26,0.0,10749.1,1,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,38.0,0,0,1,1,0,True
GPU_Cluster_BB,1,140,5,4,8385.7,29851.3,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,126.0,0,3,0,1,0,True
GPU_Cluster_BB,1,128,5,12,0.0,26106.4,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,126.0,0,1,0,1,0,True
GPU_Cluster_BB,1,3,12,12,12353.4,0.0,1,0.0,0,on_demand,cloud_marketplace,scheduler_gateway,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,68.0,0,0,0,1,0,True
GPU_Cluster_BB,1,8,7,2,0.0,12660.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,151.0,0,1,1,1,0,True
GPU_Cluster_BB,1,103,9,28,0.0,13598.9,1,0.0,0,on_demand,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,85.0,0,0,0,1,0,True
GPU_Cluster_BB,1,281,10,1,27270.4,15015.0,2,0.0,0,priority,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,96.0,0,0,0,1,0,True
GPU_Cluster_BB,1,0,3,14,0.0,8984.9,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,12.0,0,0,0,1,0,True
GPU_Cluster_AA,1,236,5,12,12484.4,45621.1,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,48.0,0,0,0,1,0,True
GPU_Cluster_BB,1,5,9,12,18633.9,22343.9,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,177.33,0,0,1,1,0,True
GPU_Cluster_BB,1,65,1,12,0.0,30864.4,1,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,65.0,0,0,0,1,0,True
GPU_Cluster_BB,1,10,2,26,20406.5,28147.1,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,74.8,0,3,0,1,0,True
GPU_Cluster_AA,1,214,3,24,40997.7,104172.4,2,0.0,0,priority,research_consortium,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,multi_run_experiment,28.0,0,0,0,1,0,True
GPU_Cluster_AA,1,26,8,25,15873.7,26421.8,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,216.67,0,1,1,1,0,True
GPU_Cluster_AA,1,7,11,23,20734.2,0.0,1,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T4,1,no_commitment,single_experiment,34.0,0,0,1,1,0,True
GPU_Cluster_BB,1,125,5,10,0.0,34928.1,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,108.0,0,1,0,1,0,True
GPU_Cluster_BB,1,57,5,31,0.0,19023.4,1,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,120.0,0,0,0,1,0,True
GPU_Cluster_AA,1,9,7,1,0.0,27270.2,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T6,GPU_T6,0,no_commitment,single_experiment,169.0,0,1,1,1,0,True
GPU_Cluster_AA,1,12,1,18,14383.1,0.0,1,0.0,0,standard,sponsored_project,broker_platform,0,0,0,GPU_T6,GPU_T6,0,no_commitment,single_experiment,0.0,0,0,0,1,0,True
GPU_Cluster_BB,1,239,7,6,0.0,34916.5,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,89.1,0,1,0,1,0,True
GPU_Cluster_AA,1,334,7,1,38672.3,46164.9,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,multi_run_experiment,107.1,0,0,0,1,0,True
GPU_Cluster_BB,1,14,12,6,21069.7,88530.4,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,76.78,0,0,0,1,0,True
GPU_Cluster_BB,1,31,8,15,0.0,34141.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,180.0,0,1,1,1,0,True
GPU_Cluster_AA,1,203,5,10,0.0,15624.9,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,46.0,0,0,0,1,0,True
GPU_Cluster_BB,1,106,9,20,15285.1,51695.1,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T2,1,no_commitment,single_experiment,135.9,0,2,1,1,0,True
GPU_Cluster_BB,1,69,3,12,13475.3,9780.0,2,2.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T6,GPU_T6,1,no_commitment,single_experiment,150.3,0,1,1,1,0,True
GPU_Cluster_AA,1,221,4,30,36153.1,84061.5,2,0.0,0,priority,research_consortium,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,multi_run_experiment,82.0,0,0,0,1,0,True
GPU_Cluster_BB,1,315,9,17,15245.1,10529.5,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,65.0,0,0,0,1,0,True
GPU_Cluster_BB,1,29,1,23,8600.6,73148.7,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,single_experiment,108.38,0,2,0,1,0,True
GPU_Cluster_BB,1,110,6,26,27696.0,8726.8,2,1.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,95.0,0,0,0,1,0,True
GPU_Cluster_AA,1,0,7,18,9971.0,0.0,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,8.0,0,0,0,1,0,True
GPU_Cluster_AA,1,131,10,9,14296.6,0.0,2,0.0,0,standard,research_consortium,enterprise_portal,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,55.0,0,0,0,1,0,True
GPU_Cluster_AA,1,24,2,22,8495.3,13451.4,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,36.96,0,2,0,1,0,True
GPU_Cluster_BB,1,27,12,6,0.0,15594.7,1,0.0,0,standard,enterprise_client,enterprise_portal,1,0,11,GPU_T1,GPU_T4,0,no_commitment,single_experiment,88.0,0,1,1,1,0,True
GPU_Cluster_AA,1,292,11,3,0.0,8751.5,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,38.0,0,0,0,1,0,True
GPU_Cluster_AA,1,19,9,26,31864.2,56085.7,1,0.0,0,standard,sponsored_project,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,0.0,0,0,0,1,0,True
GPU_Cluster_AA,1,304,8,4,0.0,18389.2,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,185.4,0,2,1,1,0,True
GPU_Cluster_BB,1,82,9,22,19417.2,33291.9,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,95.0,0,0,0,1,0,True
GPU_Cluster_BB,1,0,8,4,0.0,8107.9,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,0.0,0,0,0,1,0,True
GPU_Cluster_AA,1,173,7,25,28051.2,82369.5,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,115.2,0,0,0,1,0,True
GPU_Cluster_AA,1,200,7,24,30663.2,37034.6,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,1,no_commitment,single_experiment,205.0,0,1,1,1,0,True
GPU_Cluster_BB,1,139,5,2,0.0,13093.5,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,135.13,0,1,1,1,0,True
GPU_Cluster_AA,1,27,3,31,30871.7,17908.6,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,72.5,0,1,0,1,0,True
GPU_Cluster_BB,1,44,8,14,38049.3,17974.3,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,168.3,0,2,1,1,0,True
GPU_Cluster_AA,1,207,5,19,22131.0,21583.0,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,2,no_commitment,single_experiment,117.0,0,1,0,1,0,True
GPU_Cluster_BB,1,130,6,2,0.0,27246.4,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,single_experiment,180.0,0,2,1,1,0,True
GPU_Cluster_AA,1,203,7,2,32214.7,70490.8,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,81.0,0,2,0,1,0,True
GPU_Cluster_AA,1,168,9,26,40256.8,96042.3,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T6,GPU_T6,0,no_commitment,single_experiment,108.26,0,0,0,1,0,True
GPU_Cluster_BB,1,72,3,18,20267.8,47194.7,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,72.25,0,1,0,1,0,True
GPU_Cluster_BB,1,12,7,30,13948.9,0.0,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,109.0,0,1,0,1,0,True
GPU_Cluster_AA,1,15,1,13,0.0,51887.1,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,39.0,0,2,0,1,0,True
